title,labels,context,requirements,branch,execution,commit_message
Run the auditor-onboarding package as a dry run with an external reviewer,"Stellar Wave, iln-docs","`docs/auditor-onboarding.md` documents an onboarding package for external auditors, but it's never been dry-run by someone who isn't already deeply familiar with the codebase — this issue is to actually run that dry run and close every gap it surfaces.","- Recruit an external (or at least genuinely unfamiliar) reviewer to follow `docs/auditor-onboarding.md` cold
- Log every point of friction, ambiguity, or missing context they encounter
- Close every gap found — missing docs, broken setup steps, unclear architecture explanations
- Update `docs/auditor-onboarding.md` with the fixes and note the dry-run was performed",docs/auditor-onboarding-dry-run,- Run docs/auditor-onboarding.md as a dry run with an external reviewer and close every gap found,docs: dry-run auditor-onboarding package and close gaps found
Audit docs/api-collection.md for completeness against every actually-exposed endpoint,"Stellar Wave, iln-docs",`docs/api-collection.md` needs to be verified as actually complete — an undocumented endpoint is both an integrator-trust gap and a potential unreviewed attack surface if it was never intentionally documented for a reason.,"- Enumerate every actually-exposed endpoint across indexer, oracle-service, and notifications by inspecting the route definitions directly, not just the existing doc
- Cross-reference against `docs/api-collection.md` and identify every gap in either direction (undocumented endpoint, or documented endpoint that no longer exists)
- Close every gap found
- Add a CI check that fails when a new route is added without a corresponding doc entry, to prevent regression",docs/api-collection-completeness-audit,"- Audit docs/api-collection.md for completeness against actual exposed endpoints, with CI drift enforcement",docs: audit and close docs/api-collection.md completeness gaps
Reconcile docs/architecture.md against the current actual service topology,"Stellar Wave, iln-docs","`docs/architecture.md` was likely written before the current shape of `indexer`/`oracle-service`/`notifications`/`workers` fully solidified — this needs a line-by-line reconciliation against the actual current topology, deployment model, and data flows.","- Compare every claim in `docs/architecture.md` against the actual current codebase structure and deployment topology
- Fix every stale or inaccurate claim found
- Add any missing component (e.g. `workers/`, `monitoring/`) that isn't currently represented
- Cross-reference with `docs/monorepo-map.md` for consistency",docs/architecture-doc-reconciliation,- Reconcile docs/architecture.md line-by-line against the actual current service topology,docs: reconcile architecture doc against actual current service topology
Add a worst-case liquidity stress-test appendix to docs/protocol-economics.md,"Stellar Wave, iln-docs","`docs/protocol-economics.md` documents the intended economic model, but doesn't currently document worst-case stress scenarios (simultaneous large withdrawals, prolonged oracle staleness, thin-liquidity Dutch-auction conditions) with modeled outcomes — this is exactly the analysis an SCF/mainnet reviewer will ask for.","- Model at least three worst-case liquidity scenarios relevant to this protocol's actual mechanics
- Document the modeled outcome and, critically, the protocol's actual defined response for each scenario
- Cross-reference against `docs/trust-liquidity-model.md` and the Dutch-auction RFC for consistency
- Flag and open follow-up issues for any scenario where no defined protocol response currently exists",docs/protocol-economics-stress-test-appendix,- Add worst-case liquidity stress-test scenarios and documented protocol responses to protocol-economics doc,docs: add worst-case liquidity stress-test appendix to protocol-economics doc
Update the SCF technical narrative to reflect mainnet-readiness work completed since the last hardening batch,"Stellar Wave, iln-docs","`docs/scf-technical-narrative.md` needs to be updated to accurately reflect the substantial hardening work completed in the prior governance batch and whatever lands from this batch, so it remains an accurate, current, credible narrative for SCF reviewers rather than going stale.","- Review the current narrative against everything actually shipped since it was last updated
- Add concrete evidence (issue/PR references, measured results) for each mainnet-readiness claim rather than aspirational language
- Coordinate with the other two repos' equivalent narrative updates for a consistent cross-repo story
- Keep the update process documented so this doesn't go stale again before the next SCF milestone",docs/scf-technical-narrative-update,- Update SCF technical narrative with concrete evidence of mainnet-readiness work completed,docs: update SCF technical narrative with recent mainnet-readiness work
"Prepare the mainnet-cutover community announcement, coordinated across all three repos","Stellar Wave, iln-docs","`docs/community-announcement.md` needs mainnet-cutover-specific content prepared and coordinated with the frontend and smart-contract repos' equivalent announcements so the community receives one consistent, well-timed story rather than three uncoordinated posts.","- Draft the mainnet-cutover announcement content, referencing the actual completed readiness work as evidence
- Coordinate timing and consistent messaging with the other two repos' announcement owners
- Define the publication channels and sequencing (which channel first, embargo considerations)
- Get the draft reviewed against `docs/community-announcement.md`'s existing guidance",docs/mainnet-cutover-announcement-prep,- Prepare and cross-repo-coordinate the mainnet-cutover community announcement,docs: prepare mainnet-cutover community announcement coordinated across all three repos
Audit docs/glossary.md for cross-repo terminology consistency,"Stellar Wave, iln-docs",Terminology drift between this repo's docs and the frontend/smart-contract repos' docs undermines credibility with reviewers and confuses integrators — `docs/glossary.md` needs to be audited as the canonical source and cross-checked against actual usage in all three repos.,"- Audit every term in `docs/glossary.md` against its actual usage across this repo, the frontend repo, and the smart-contract repo's documentation
- Fix every inconsistency found, updating whichever side is stale
- Identify and add any term in common use that's missing from the glossary entirely
- Establish the glossary as the enforced canonical source going forward (e.g. a doc-review checklist item)",docs/glossary-cross-repo-consistency-audit,- Audit docs/glossary.md for terminology consistency against actual usage across all three repos,docs: audit and fix cross-repo terminology consistency in the glossary
Validate docs/integration-guide.md by having a real external integrator follow it cold,"Stellar Wave, iln-docs","`docs/integration-guide.md` has likely never been followed by someone with zero prior context on this codebase — this issue is to actually run that validation and log every friction point, which is the only reliable way to know if the guide actually works.","- Recruit a genuinely external (or unfamiliar) developer to integrate against the SDK following only `docs/integration-guide.md`
- Log every point of confusion, missing step, or incorrect instruction they hit, in real time
- Fix every logged issue
- Re-validate with a second fresh reviewer after fixes to confirm the gaps are actually closed",docs/integration-guide-cold-validation,- Validate docs/integration-guide.md with a cold external integrator and close every friction point found,docs: validate integration guide with a cold external integrator
Run an RFC-process retrospective auditing whether major recent decisions actually went through it,"Stellar Wave, iln-docs","`docs/rfc-process.md` documents the intended decision process, but major recent architectural/economic decisions in this batch and the prior hardening batch may not have consistently gone through it — this retrospective closes that governance gap.","- Identify every major decision made in this repo over the recent history that should, per `docs/rfc-process.md`, have gone through the RFC process
- Determine which ones actually did versus which bypassed it, and why
- Backfill a retrospective RFC for any significant bypassed decision, for the historical record
- Propose and implement any process tightening needed to prevent future bypasses",docs/rfc-process-retrospective-audit,- Audit RFC-process compliance for major recent decisions and backfill retrospective RFCs where bypassed,docs: run RFC-process retrospective audit and backfill bypassed decisions
Complete the CLI vs cli-next migration audit ensuring no functionality is stranded,"Stellar Wave, iln-docs","`docs/cli-vs-cli-next.md` documents the migration, but needs a completeness audit verifying every piece of functionality in the legacy `cli/` actually has a working equivalent in `cli-next`, so nothing is silently lost when the legacy CLI is eventually retired.","- Enumerate every command/flag/behavior in the legacy CLI and verify a working, tested equivalent exists in cli-next
- Flag and either port or explicitly document-as-intentionally-dropped any gap found
- Cross-check `docs/cli-function-level-audit.md` for consistency
- Update `docs/cli-vs-cli-next.md` with the final completeness status and a concrete retirement timeline for the legacy CLI",docs/cli-migration-completeness-audit,- Audit CLI-to-cli-next migration completeness and close any stranded-functionality gap,docs: complete CLI-to-cli-next migration completeness audit
Model low-turnout quorum-manipulation attack scenarios against current governance thresholds,"Stellar Wave, research",The governance system's quorum thresholds need to be stress-tested analytically against a low-turnout attack scenario (a well-resourced actor passing a proposal by exploiting low participation) rather than assumed safe by design.,"- Model the minimum token concentration required to pass an arbitrary proposal under realistic low-turnout conditions given current quorum/threshold parameters
- Compare the modeled attack cost against the value at risk from a malicious proposal passing
- Document findings and recommend parameter changes if the modeled attack cost is too low relative to value at risk
- Cross-reference with `docs/governance-guide.md` and the smart-contract repo's governance ADRs",docs/quorum-manipulation-risk-modeling,- Model low-turnout quorum-manipulation attack cost against value at risk under current thresholds,docs: model low-turnout quorum-manipulation attack risk against current thresholds
Extend delegation-cycle and vote-buying resistance analysis beyond the existing max-10-hops protection,"Stellar Wave, research","The existing delegation system caps cycles at 10 hops, but hop-limiting alone doesn't address vote-buying or delegation-concentration attacks — this follow-up analyzes and, where needed, mitigates those adjacent attack classes.","- Analyze whether the current delegation model is resistant to vote-buying (delegate-for-payment) schemes, not just cycle attacks
- Analyze delegation-concentration risk (a small number of delegate addresses accumulating outsized voting power) and whether current limits address it
- Propose and, if approved, implement additional mitigations for any gap found
- Update `docs/governance-guide.md` with the analysis and any new protections",docs/delegation-vote-buying-concentration-analysis,- Analyze and mitigate vote-buying and delegation-concentration risk beyond existing cycle protection,docs: analyze and mitigate vote-buying and delegation-concentration risk
Analyze Dutch-auction funding edge cases under thin-liquidity conditions,"Stellar Wave, research","`rfcs/0001-dutch-auction-funding.md` documents the auction mechanism's normal-case design, but its behavior under thin-liquidity/low-participation conditions — plausible in early mainnet operation — hasn't been rigorously analyzed and may produce unintended outcomes (e.g. clearing at pathological prices).","- Model the auction's behavior and clearing price under a range of thin-liquidity scenarios realistic for early mainnet
- Identify any pathological outcome (e.g. near-zero clearing price, single-participant domination) and its likelihood
- Propose parameter or mechanism adjustments if a materially bad outcome is found to be plausible
- Document findings as an addendum to `rfcs/0001-dutch-auction-funding.md`",docs/dutch-auction-thin-liquidity-analysis,- Analyze and document Dutch-auction funding behavior under thin-liquidity edge cases,docs: analyze Dutch-auction funding edge cases under thin-liquidity conditions
Stress-test liquidity-pool behavior under simultaneous large-withdrawal scenarios,"Stellar Wave, research","`docs/trust-liquidity-model.md` documents the intended liquidity model, but its assumptions haven't been stress-tested against a scenario of simultaneous large LP withdrawals, which is a realistic panic-driven scenario the protocol needs a documented, modeled response for.","- Model liquidity-pool state and protocol behavior under a simultaneous large-withdrawal scenario at varying severity levels
- Identify whether the current design has an orderly degradation path or a cliff/failure mode
- Propose mitigations (withdrawal queuing, dynamic fees, circuit breakers) if a cliff failure mode is found
- Document findings and any resulting design changes in `docs/trust-liquidity-model.md`",docs/liquidity-pool-withdrawal-stress-test,- Stress-test and document liquidity-pool behavior under simultaneous large-withdrawal scenarios,docs: stress-test liquidity-pool behavior under simultaneous large withdrawals
Add anomalous-voting-pattern alerting to the governance-monitor example,"Stellar Wave, research","`examples/governance-monitor` currently alerts on proposal status changes but not on anomalous voting patterns (sudden concentrated voting power, last-minute swing votes from previously-inactive addresses) that would be valuable early-warning signals for the manipulation scenarios analyzed elsewhere in this batch.","- Define concrete anomalous-voting-pattern signals worth alerting on, informed by the quorum-manipulation and delegation-concentration analyses elsewhere in this batch
- Implement detection and Discord-webhook alerting for these signals in `examples/governance-monitor`
- Add tests using synthetic voting-pattern data to verify detection triggers correctly
- Document the new alerting capability",feat/governance-monitor-anomaly-alerting,- Add anomalous-voting-pattern detection and alerting to the governance-monitor example,feat: add anomalous-voting-pattern alerting to governance-monitor
Require documented impact analysis before any governance-changeable protocol constant is modified,"Stellar Wave, research","Protocol-parameter changes (quorum thresholds, timelock delays, fee constants) currently have no enforced process requiring a documented impact analysis before the change is proposed — this creates real risk of a parameter change with unanalyzed downstream consequences.","- Define a required impact-analysis template for any proposed change to a governance-changeable constant
- Establish the process/checklist enforcement point (RFC requirement, PR template, or governance-proposal metadata requirement)
- Retroactively document impact analysis for any recent parameter change that skipped this
- Cross-reference with `docs/rfc-process.md` for consistency",docs/protocol-parameter-change-management-process,- Establish required impact-analysis process for changes to governance-changeable protocol constants,docs: establish impact-analysis requirement for protocol parameter changes
Analyze protocol behavior if the chosen settlement-anchor partner experiences an outage or insolvency event,"Stellar Wave, research","`docs/trust-liquidity-model.md` references a settlement-anchor partner decision, but the protocol's actual defined behavior if that partner has an operational outage or, more severely, an insolvency event hasn't been analyzed and documented — this is a critical single-point-of-failure question for an SCF/mainnet reviewer.","- Analyze protocol exposure and defined behavior under an anchor-partner operational outage (temporary) versus insolvency (permanent) scenario
- Identify whether current design has any recourse/fallback path, or whether user funds would be at risk with no mitigation
- Propose mitigations (partner diversification, insurance, circuit breakers) for any unacceptable exposure found
- Document findings prominently in `docs/trust-liquidity-model.md`",docs/settlement-anchor-partner-failure-analysis,- Analyze and document protocol exposure and response to settlement-anchor-partner outage or insolvency,docs: analyze settlement-anchor-partner failure and insolvency scenarios
Model and document the protocol's response to invoice default/non-payment scenarios,"Stellar Wave, research","As an invoice-liquidity protocol, the defined behavior when a financed invoice defaults or goes unpaid is core to the protocol's actual risk model, but doesn't appear to be fully modeled and documented anywhere — this is likely one of the first questions any serious reviewer or LP will ask.","- Document the full default/non-payment scenario space (partial payment, late payment, total default, disputed invoice)
- Define and document the protocol's actual mechanical response for each scenario (loss allocation, LP impact, recourse if any)
- Cross-reference against `docs/protocol-economics.md` and `docs/trust-liquidity-model.md` for consistency
- Identify and flag any scenario with no currently-defined protocol response as a follow-up",docs/invoice-default-scenario-modeling,- Model and document the protocol's mechanical response to invoice default/non-payment scenarios,docs: model and document protocol response to invoice default scenarios
Add a caching layer with explicit invalidation for the indexer's highest-traffic documented queries,"Stellar Wave, iln-indexer-service","The indexer's highest-traffic queries currently hit the underlying store on every request with no caching layer, which is both a latency and a cost inefficiency at mainnet-projected traffic — this needs an explicit, correctness-preserving caching strategy, not an ad hoc one.","- Identify the highest-traffic queries from `docs/api-collection.md`/`docs/indexer-data-model.md`
- Add a caching layer with an explicit invalidation strategy tied to the underlying data's actual update events (not a blind TTL that risks serving stale data past the trust window)
- Measure and document the latency and infra-cost improvement
- Add tests verifying cache invalidation correctness under concurrent writes",feat/indexer-query-caching-layer,- Add explicit-invalidation caching layer for the indexer's highest-traffic queries,feat: add caching layer with explicit invalidation to the indexer's hottest queries
Add request batching and deduplication for SDK consumers issuing many near-simultaneous reads,"Stellar Wave, sdk","A consumer application (e.g. the frontend rendering a list view) can currently issue many near-simultaneous, overlapping SDK read calls with no batching or deduplication, wasting RPC/indexer capacity and adding unnecessary latency.","- Add an opt-in request-batching/deduplication layer to the SDK that coalesces near-simultaneous identical or batchable read requests
- Ensure batching doesn't introduce incorrect staleness or break consumers relying on independent per-call semantics (opt-in, not forced)
- Measure the reduction in actual RPC/indexer call volume for a representative consumer workload
- Document the feature and its opt-in configuration in `docs/sdk-api-reference.md`",feat/sdk-request-batching-deduplication,- Add opt-in request batching and deduplication for near-simultaneous SDK reads,feat: add opt-in request batching and deduplication to the SDK
Audit cold-start latency for notifications and oracle-service serverless/worker deployment targets,"Stellar Wave, tooling","If notifications or oracle-service run on serverless/worker deployment targets, cold-start latency directly affects notification delivery and oracle freshness SLOs, but hasn't been measured or optimized — this needs a concrete audit and, if needed, mitigation.","- Measure actual cold-start latency for notifications and oracle-service under their current deployment target
- Compare against the SLOs defined elsewhere in this batch and identify any gap
- Implement mitigations if needed (warm-pool, reduced bundle size, lazy-init audit)
- Document measured numbers and any mitigation implemented",chore/cold-start-latency-audit,"- Measure and, if needed, mitigate cold-start latency for notifications and oracle-service",chore: audit and mitigate cold-start latency for notifications and oracle-service
Audit database connection pooling and query plans for the indexer under sustained mainnet-scale write load,"Stellar Wave, iln-indexer-service",The indexer's database connection-pool configuration and query plans for its write-heavy indexing path haven't been validated under sustained mainnet-scale write load — a misconfigured pool or an unindexed query path could become the actual bottleneck at scale.,"- Load-test the indexer's write path at sustained mainnet-projected event-ingestion rate
- Audit connection-pool sizing and query plans (EXPLAIN) for the write-critical-path queries under this load
- Fix any identified bottleneck (missing index, pool exhaustion, lock contention)
- Document the validated sustained-write-throughput ceiling",chore/indexer-write-path-connection-pool-audit,- Audit and fix indexer connection-pool sizing and query plans under sustained mainnet-scale write load,chore: audit indexer connection pooling and query plans under sustained write load
Design a CDN/edge-caching strategy for the indexer's public read API,"Stellar Wave, iln-indexer-service","The indexer's public read API currently has no CDN/edge-caching layer, meaning every read — including highly cacheable, rarely-changing queries — hits the origin directly, which is both a latency and origin-load inefficiency at global scale.","- Classify indexer public read endpoints by cacheability (staleness tolerance) informed by `docs/indexer-data-model.md`
- Design and implement a CDN/edge-caching layer with per-endpoint cache-control policy matching the classified staleness tolerance
- Ensure cache invalidation/purge correctly ties to underlying data updates for any endpoint where staleness matters
- Measure latency and origin-load improvement",feat/indexer-cdn-edge-caching,- Design and implement CDN/edge-caching strategy for the indexer's public read API,feat: add CDN/edge-caching strategy for the indexer's public read API
Audit workers/ cost and concurrency configuration against actual mainnet-projected load,"Stellar Wave, tooling","`workers/` currently has no validated concurrency/cost configuration benchmarked against mainnet-projected load — this could mean either paying for unnecessary overprovisioned capacity or, worse, being underprovisioned and hitting a capacity wall at exactly the wrong time.","- Benchmark current worker concurrency configuration against mainnet-projected load derived from the load-testing work elsewhere in this batch
- Right-size concurrency/scaling configuration based on the benchmark
- Document the cost/capacity tradeoff decision explicitly
- Feed results into the cost-attribution dashboard work",chore/workers-concurrency-cost-audit,- Benchmark and right-size workers/ concurrency and cost configuration against mainnet-projected load,chore: audit and right-size workers concurrency against mainnet-projected load
"Audit and reduce cross-service payload over-fetching between indexer, oracle-service, and notifications","Stellar Wave, tooling","Inter-service calls between indexer, oracle-service, and notifications likely over-fetch more data than each consumer actually needs, adding unnecessary latency and bandwidth cost at scale — this needs a systematic payload audit.","- Audit the major inter-service call paths for payload shape versus actual field usage by the consumer
- Trim over-fetched fields or introduce narrower response shapes/projections where warranted
- Measure the bandwidth/latency improvement
- Document the audited call paths and their now-minimized payload contracts",chore/cross-service-payload-overfetch-audit,- Audit and reduce over-fetched payload size across major inter-service call paths,chore: reduce cross-service payload over-fetching
Audit the analytics pipeline for query-load isolation from production traffic,"Stellar Wave, tooling","`docs/analytics.md` describes the analytics pipeline, but it's not verified that analytics queries are actually isolated from the production query path (e.g. running against a replica rather than the primary) — an unbounded analytics query competing with production traffic risks a self-inflicted incident.","- Verify the analytics pipeline's actual query target (primary vs. replica) and resource isolation from production-serving infrastructure
- If not properly isolated, implement isolation (dedicated replica, resource limits, or query-time restrictions)
- Add monitoring that would catch an analytics query degrading production latency, tied into the alerting work elsewhere in this batch
- Document the isolation guarantee in `docs/analytics.md`",chore/analytics-pipeline-isolation-audit,- Audit and enforce analytics pipeline isolation from production query load,chore: audit and enforce analytics pipeline isolation from production traffic
"Verify actual data retention matches docs/privacy.md's documented policy, not just aspirational intent","Stellar Wave, research","`docs/privacy.md` documents intended data-handling policy, but this needs to be verified against actual implemented behavior across `indexer`, `notifications`, and `oracle-service` — a documented-but-unimplemented retention policy is a compliance liability, not a compliance posture.","- For every data category in `docs/privacy.md`, trace the actual implemented retention/deletion behavior in code across all three services
- Identify and close every gap between documented policy and actual behavior
- Add automated tests or checks verifying retention behavior continues to match policy going forward
- Update `docs/privacy.md` if any documented policy is found to be outdated relative to an intentional, reviewed current practice",fix/privacy-policy-implementation-verification,- Verify and close gaps between docs/privacy.md's documented retention policy and actual implemented behavior,fix: verify and close gaps between documented and implemented data-retention policy
Define and test a fallback path for KYB-provider unavailability,"Stellar Wave, research","The trust-liquidity model references a KYB provider integration, but there's no defined or tested fallback behavior for when that provider is unavailable — this could either silently block legitimate onboarding or, worse, create pressure to bypass KYB entirely during an outage.","- Define the intended protocol behavior when the KYB provider is unavailable (queue-and-retry vs. temporary manual review vs. hard block, with a clear compliance-safe default)
- Implement and test the defined fallback path
- Ensure the fallback never silently bypasses the KYB requirement itself, only the automation path
- Document the fallback contract in `docs/trust-liquidity-model.md`",feat/kyb-provider-unavailability-fallback,"- Define, implement, and test a compliance-safe fallback path for KYB-provider unavailability",feat: add compliance-safe fallback path for KYB-provider unavailability
Implement automated scheduled deletion enforcing docs/privacy.md's documented retention windows,"Stellar Wave, research","Even once actual behavior is verified against documented policy (elsewhere in this batch), ongoing enforcement needs an automated scheduled-deletion job rather than depending on the verification holding true forever without active enforcement.","- Implement a scheduled job per data category that enforces the documented retention window by actually deleting/anonymizing expired data
- Add dry-run mode and alerting before the job goes live to catch any unexpected deletion volume
- Add an audit log of every deletion action taken, for compliance review
- Document the enforcement job and its schedule in `docs/privacy.md`",feat/automated-retention-enforcement-job,- Add automated scheduled-deletion job enforcing docs/privacy.md's documented retention windows,feat: add automated scheduled deletion enforcing documented retention windows
Review cross-border data-residency implications given the trust-liquidity model's target market,"Stellar Wave, research","Once the target market is decided per `docs/trust-liquidity-model.md`'s open decisions, indexer and notifications data storage/processing locations need a data-residency review against that market's actual legal requirements — this shouldn't be an afterthought discovered post-launch.","- Once the target market decision lands, identify the applicable data-residency/cross-border-transfer legal requirements
- Audit current indexer/notifications data storage and processing locations against those requirements
- Identify and remediate any gap (e.g. required regional storage, transfer-mechanism requirements)
- Document findings and any resulting infrastructure changes in `docs/privacy.md`",docs/data-residency-review,- Review and remediate cross-border data-residency gaps against the decided target market's requirements,docs: review data-residency implications for the decided target market
Guarantee tamper-evidence for all compliance-relevant audit logs,"Stellar Wave, research","Compliance-relevant audit logs (notifications delivery, oracle price updates, KYB decisions) need a tamper-evidence guarantee (e.g. hash chaining, append-only storage) to be credible to an auditor — a mutable log is not a compliance-grade audit trail.","- Identify every compliance-relevant audit log across the services in scope
- Implement a consistent tamper-evidence mechanism (hash chaining or equivalent) across all of them, building on the oracle audit-trail work elsewhere in this batch where applicable
- Add integrity-verification tooling an auditor could actually run
- Document the tamper-evidence guarantee and verification method",feat/compliance-audit-log-tamper-evidence,- Add consistent tamper-evidence guarantee and verification tooling across compliance-relevant audit logs,feat: guarantee tamper-evidence across compliance-relevant audit logs
Design and implement a right-to-erasure request-handling process for notification/account data,"Stellar Wave, research","There's currently no defined, implemented process for handling a right-to-erasure (""right to be forgotten"") request against notification and account-related data — this is a real compliance gap that needs process design plus implementation, not just a policy statement.","- Design the end-to-end erasure-request process: intake, identity verification, scope determination, execution, and confirmation
- Implement the actual data-erasure execution across notifications and any account data stores, respecting any legitimate retention exceptions (e.g. compliance-required audit logs)
- Add tests verifying an erasure request actually removes/anonymizes the correct data and nothing else
- Document the process for both internal operators and end users",feat/right-to-erasure-request-handling,- Design and implement end-to-end right-to-erasure request handling for notification/account data,feat: implement right-to-erasure request handling for notification/account data
Define the sanctions/OFAC screening integration point for the settlement-anchor partner flow,"Stellar Wave, research","The settlement-anchor partner flow needs a defined integration point for sanctions/OFAC screening before mainnet — this is very likely a hard requirement from the anchor partner and/or applicable regulation, and needs explicit design rather than being assumed handled elsewhere.","- Determine where in the settlement-anchor flow sanctions screening needs to occur and what data it requires
- Design the integration point (API contract, failure/hold behavior, retry/appeal path) even if the actual screening provider selection happens separately
- Coordinate with the KYB-fallback design elsewhere in this batch for a consistent compliance-hold user experience
- Document the design in `docs/trust-liquidity-model.md`",docs/sanctions-screening-integration-design,- Design the sanctions/OFAC screening integration point for the settlement-anchor partner flow,docs: design sanctions/OFAC screening integration point for settlement-anchor flow
Build a third-party data-processor inventory and data-processing-agreement gap audit,"Stellar Wave, research","Every third-party service this repo's code sends data to (KYB provider, notification providers, price-data sources, cloud providers) needs to be inventoried with its data-processing-agreement status checked — an unreviewed third-party processor is a real compliance and vendor-risk gap.","- Enumerate every third-party service that receives any user, transaction, or protocol data from this repo's services
- For each, determine what data is sent and whether an appropriate data-processing agreement is in place
- Flag and escalate any processor with a missing or inadequate agreement
- Document the inventory and keep it current as new integrations are added",docs/third-party-data-processor-inventory,- Build third-party data-processor inventory and audit data-processing-agreement coverage gaps,docs: build third-party data-processor inventory and DPA gap audit
Close the highest-risk gaps identified in docs/cli-function-level-audit.md,"Stellar Wave, tooling","`docs/cli-function-level-audit.md` documents findings from a function-level CLI audit, but the highest-risk gaps it identified need to actually be closed — this follow-up implements the fixes, not just tracks them.","- Re-review `docs/cli-function-level-audit.md` and rank the identified gaps by risk
- Close the highest-risk gaps with actual code changes and tests
- Re-run the audit methodology to confirm closure
- Update `docs/cli-function-level-audit.md` with final status",fix/cli-function-audit-highest-risk-closure,- Close the highest-risk gaps identified in the CLI function-level audit,fix: close highest-risk gaps from the CLI function-level audit
Validate docs/local-development.md by having a fresh contributor follow it cold,"Stellar Wave, iln-docs","`docs/local-development.md` has likely never been followed by someone with a genuinely clean machine and zero prior context — this issue is to actually run that validation and log every blocker, which is the only reliable signal on whether the guide really works.","- Have a contributor with a clean environment follow `docs/local-development.md` exactly as written, with no out-of-band help
- Log every blocker, ambiguity, or missing prerequisite encountered, with timestamps
- Fix every logged issue in the doc or the underlying setup tooling (`scripts/dev-setup.sh`)
- Re-validate with a second fresh contributor after fixes",docs/local-development-cold-validation,- Validate docs/local-development.md with a fresh contributor and close every blocker found,docs: validate local-development guide with a fresh contributor
Harden account-seeder for realistic multi-actor mainnet-shaped test scenarios,"Stellar Wave, tooling","`account-seeder/` likely supports simple single-actor seeding, but realistic testing (load tests, chaos drills, e2e disaster-recovery scenarios elsewhere in this batch) needs richer, multi-actor scenarios shaped like realistic mainnet usage patterns.","- Extend `account-seeder/` to support generating realistic multi-actor scenarios (varied roles, transaction histories, liquidity positions) rather than uniform simple accounts
- Make scenario shapes configurable/parameterized so different test suites (load, chaos, e2e) can request an appropriately-shaped seed set
- Add documentation and examples for the new scenario capabilities
- Wire it into at least one of the load-test/chaos-test/e2e efforts elsewhere in this batch to prove real utility",feat/account-seeder-multi-actor-scenarios,"- Extend account-seeder with configurable, realistic multi-actor mainnet-shaped test scenarios",feat: add multi-actor mainnet-shaped scenario support to account-seeder
Add idempotency and dry-run mode to contract-deployer for safe re-runs against a live network,"Stellar Wave, tooling","`contract-deployer/` currently has no documented idempotency guarantee or dry-run mode, which makes re-running it against a live network (e.g. after a partial failure) risky — this is exactly the kind of tooling gap that turns a minor deployment hiccup into an incident.","- Audit `contract-deployer/` for idempotency: does re-running it against a network with partial prior state produce a correct end state or duplicate/corrupt it
- Add a dry-run mode that reports exactly what actions would be taken without executing them
- Add idempotency where missing, with tests simulating a partial-failure-then-rerun scenario
- Document the guarantees in the deployer's usage docs",feat/contract-deployer-idempotency-dry-run,- Add idempotency guarantees and dry-run mode to contract-deployer for safe live-network re-runs,feat: add idempotency and dry-run mode to contract-deployer
Expand docs/troubleshooting.md driven by actual support/incident history,"Stellar Wave, iln-docs","`docs/troubleshooting.md` likely reflects anticipated rather than actually-encountered issues — this issue mines real support requests and incident history for the actual problems integrators and operators hit, and ensures the doc covers them.","- Review support-request and incident-postmortem history for recurring problems not currently covered in `docs/troubleshooting.md`
- Add a troubleshooting entry for every recurring real-world issue found, including the actual diagnostic steps that resolved it
- Remove or deprioritize any entry that reflects a theoretical rather than actually-encountered problem
- Establish a lightweight process for feeding future recurring support issues back into this doc",docs/troubleshooting-expansion-from-support-history,- Expand docs/troubleshooting.md with entries mined from actual support and incident history,docs: expand troubleshooting guide from real support and incident history
Resolve or justify every remaining knip-flagged export,"Stellar Wave, tooling","`knip.json` configures dead-code detection, but there's likely an accumulated backlog of flagged exports that were never actually resolved — each one needs to be either removed (genuine dead code) or explicitly justified (intentionally-public API), not left in an ambiguous flagged state indefinitely.","- Run knip against the full monorepo and enumerate every currently-flagged export
- For each, either remove it (if genuinely unused) or add an explicit knip ignore annotation with a documented justification (if intentionally public/reserved)
- Add a CI gate that fails on any newly-flagged export without one of those two resolutions, so the backlog can't silently regrow
- Document the enforcement policy",chore/knip-dead-code-backlog-resolution,- Resolve or justify every remaining knip-flagged export and gate against backlog regrowth,chore: resolve knip dead-code backlog and gate against regrowth
Harden no-duplicate-types and no-foreign-lockfiles checks against new bypass patterns,"Stellar Wave, tooling","`scripts/check-no-duplicate-types.mjs` and `scripts/check-no-foreign-lockfiles.mjs` were presumably written against the bypass patterns known at the time — as the monorepo has grown, new bypass patterns (e.g. via a new package manager feature or a new workspace structure) may have emerged and need to be checked for and closed.","- Review both scripts' detection logic against the current actual monorepo structure and dependency-management setup
- Identify any new bypass pattern that could currently evade detection (e.g. a new workspace protocol, a nested lockfile in a new location)
- Harden the checks to close any gap found
- Add regression tests for each newly-closed bypass pattern",chore/duplicate-types-foreign-lockfile-check-hardening,- Harden no-duplicate-types and no-foreign-lockfiles checks against newly-identified bypass patterns,chore: harden duplicate-types and foreign-lockfile checks against new bypass patterns
